Таблица узлов (1)-Учебная версия;;;;;;;;;
;Координаты;;;Связи;;;;;
№ узла;X (м);Y (м);Z (м);X;Y;Z;UX;UY;UZ
2502;-54.96999;-15.99997;6;-;-;-;-;-;-
2503;-51.96999;-12.19997;6;-;-;-;-;-;-
2504;-52.96999;-13.99997;6;-;-;-;-;-;-
2505;-51.96999;-14.06667;6;-;-;-;-;-;-
2506;-52.96999;-14.99997;6;-;-;-;-;-;-
2507;-51.96999;-14.99997;6;-;-;-;-;-;-
2508;-54.96999;-16.999969;6;-;-;-;-;-;-
2509;-53.96999;-15.99997;6;-;-;-;-;-;-
2510;-52.96999;-15.99997;6;-;-;-;-;-;-
2511;-53.96999;-16.999969;6;-;-;-;-;-;-
2512;-52.96999;-16.999969;6;-;-;-;-;-;-
2513;-51.96999;-15.93327;6;-;-;-;-;-;-
2514;-51.96999;-16.866671;6;-;-;-;-;-;-
2515;-52.169998;-17.799971;6;-;-;-;-;-;-
2516;-51.96999;-17.799971;6;-;-;-;-;-;-
2517;-52.169998;-18.19997;6;-;-;-;-;-;-
2518;-51.96999;-19.13327;6;-;-;-;-;-;-
2519;-52.96999;-18.999969;6;-;-;-;-;-;-
2520;-60.77;-18.19997;6;-;-;-;-;-;-
2521;-59.970001;-18.999969;6;-;-;-;-;-;-
2522;-59.970001;-19.999969;6;-;-;-;-;-;-
2523;-59.970001;-20.999969;6;-;-;-;-;-;-
2524;-58.970001;-19.999969;6;-;-;-;-;-;-
2525;-58.970001;-20.999969;6;-;-;-;-;-;-
2526;-59.970001;-21.999969;6;-;-;-;-;-;-
2527;-58.970001;-18.999969;6;-;-;-;-;-;-
2528;-57.96999;-18.999969;6;-;-;-;-;-;-
2529;-56.96999;-18.999969;6;-;-;-;-;-;-
2530;-57.96999;-19.999969;6;-;-;-;-;-;-
2531;-56.96999;-19.999969;6;-;-;-;-;-;-
2532;-55.96999;-18.999969;6;-;-;-;-;-;-
2533;-55.96999;-19.999969;6;-;-;-;-;-;-
2534;-57.96999;-20.999969;6;-;-;-;-;-;-
2535;-55.96999;-20.999969;6;-;-;-;-;-;-
2536;-56.96999;-20.999969;6;-;-;-;-;-;-
2537;-59.970001;-22.999969;6;-;-;-;-;-;-
2538;-60.77;-23.799971;6;-;-;-;-;-;-
2539;-58.970001;-22.999969;6;-;-;-;-;-;-
2540;-59.074001;-23.999969;6;-;-;-;-;-;-
2541;-60.021999;-23.999969;6;-;-;-;-;-;-
2542;-60.77;-23.999969;6;-;-;-;-;-;-
2543;-58.970001;-21.999969;6;-;-;-;-;-;-
2544;-57.96999;-21.999969;6;-;-;-;-;-;-
2545;-56.96999;-21.999969;6;-;-;-;-;-;-
2546;-57.96999;-22.999969;6;-;-;-;-;-;-
2547;-58.125999;-23.999969;6;-;-;-;-;-;-
2548;-56.96999;-22.999969;6;-;-;-;-;-;-
2549;-57.17799;-23.999969;6;-;-;-;-;-;-
2550;-55.96999;-21.999969;6;-;-;-;-;-;-
2551;-55.96999;-22.999969;6;-;-;-;-;-;-
2552;-56.23;-23.999969;6;-;-;-;-;-;-
2553;-54.96999;-18.999969;6;-;-;-;-;-;-
2554;-53.96999;-18.999969;6;-;-;-;-;-;-
2555;-54.96999;-19.999969;6;-;-;-;-;-;-
2556;-54.96999;-20.999969;6;-;-;-;-;-;-
2557;-53.96999;-19.999969;6;-;-;-;-;-;-
2558;-52.96999;-19.999969;6;-;-;-;-;-;-
2559;-53.96999;-20.999969;6;-;-;-;-;-;-
2560;-51.96999;-18.19997;6;-;-;-;-;-;-
2561;-51.96999;-20.066669;6;-;-;-;-;-;-
2562;-51.96999;-20.999969;6;-;-;-;-;-;-
2563;-52.96999;-20.999969;6;-;-;-;-;-;-
2564;-54.96999;-21.999969;6;-;-;-;-;-;-
2565;-53.96999;-21.999969;6;-;-;-;-;-;-
2566;-52.96999;-21.999969;6;-;-;-;-;-;-
2567;-53.96999;-22.999969;6;-;-;-;-;-;-
2568;-54.96999;-22.999969;6;-;-;-;-;-;-
2569;-55.169998;-23.999969;6;-;-;-;-;-;-
2570;-54.169998;-23.999969;6;-;-;-;-;-;-
2571;-52.96999;-22.999969;6;-;-;-;-;-;-
2572;-51.96999;-21.93327;6;-;-;-;-;-;-
2573;-51.96999;-22.866671;6;-;-;-;-;-;-
2574;-52.169998;-23.799971;6;-;-;-;-;-;-
2575;-53.169998;-23.999969;6;-;-;-;-;-;-
2576;-52.169998;-23.999969;6;-;-;-;-;-;-
2577;-51.96999;-23.799971;6;-;-;-;-;-;-
2578;-51.77;-6.19997;6;-;-;-;-;-;-
2579;-50.96999;-6.99997;6;-;-;-;-;-;-
2580;-46.169998;-6.19997;6;-;-;-;-;-;-
2581;-45.96999;-7.1333;6;-;-;-;-;-;-
2582;-46.96999;-6.99997;6;-;-;-;-;-;-
2583;-50.96999;-7.99997;6;-;-;-;-;-;-
2584;-50.96999;-10.99997;6;-;-;-;-;-;-
2585;-50.8367;-11.99997;6;-;-;-;-;-;-
2586;-51.77;-11.79997;6;-;-;-;-;-;-
2587;-49.96999;-6.99997;6;-;-;-;-;-;-
2588;-49.96999;-7.99997;6;-;-;-;-;-;-
2589;-48.96999;-6.99997;6;-;-;-;-;-;-
2590;-48.96999;-7.99997;6;-;-;-;-;-;-
2591;-50.96999;-8.99997;6;-;-;-;-;-;-
2592;-49.96999;-8.99997;6;-;-;-;-;-;-
2593;-48.96999;-8.99997;6;-;-;-;-;-;-
2594;-47.96999;-6.99997;6;-;-;-;-;-;-
2595;-47.96999;-7.99997;6;-;-;-;-;-;-
2596;-50.96999;-9.99997;6;-;-;-;-;-;-
2597;-51.77;-11.99997;6;-;-;-;-;-;-
2598;-49.96999;-9.99997;6;-;-;-;-;-;-
2599;-48.96999;-9.99997;6;-;-;-;-;-;-
2600;-48.96999;-10.99997;6;-;-;-;-;-;-
2601;-49.96999;-10.99997;6;-;-;-;-;-;-
2602;-49.903301;-11.99997;6;-;-;-;-;-;-
2603;-48.96999;-11.99997;6;-;-;-;-;-;-
2604;-47.96999;-8.99997;6;-;-;-;-;-;-
2605;-46.96999;-7.99997;6;-;-;-;-;-;-
2606;-46.96999;-8.99997;6;-;-;-;-;-;-
2607;-47.96999;-9.99997;6;-;-;-;-;-;-
2608;-45.96999;-6.19997;6;-;-;-;-;-;-
2609;-45.96999;-8.06664;6;-;-;-;-;-;-
2610;-45.96999;-8.99997;6;-;-;-;-;-;-
2611;-46.96999;-9.99997;6;-;-;-;-;-;-
2612;-47.96999;-10.99997;6;-;-;-;-;-;-
2613;-46.96999;-10.99997;6;-;-;-;-;-;-
2614;-48.036701;-11.99997;6;-;-;-;-;-;-
2615;-47.103291;-11.99997;6;-;-;-;-;-;-
2616;-45.96999;-9.9333;6;-;-;-;-;-;-
2617;-45.96999;-10.86667;6;-;-;-;-;-;-
2618;-46.169998;-11.79997;6;-;-;-;-;-;-
2619;-46.169998;-11.99997;6;-;-;-;-;-;-
2620;-45.96999;-11.79997;6;-;-;-;-;-;-
2621;-51.77;-12.19997;6;-;-;-;-;-;-
2622;-50.96999;-12.99997;6;-;-;-;-;-;-
2623;-50.96999;-13.99997;6;-;-;-;-;-;-
2624;-49.96999;-12.99997;6;-;-;-;-;-;-
2625;-49.96999;-13.99997;6;-;-;-;-;-;-
2626;-48.96999;-12.99997;6;-;-;-;-;-;-
2627;-48.96999;-13.99997;6;-;-;-;-;-;-
2628;-50.96999;-14.99997;6;-;-;-;-;-;-
2629;-49.96999;-14.99997;6;-;-;-;-;-;-
2630;-48.96999;-14.99997;6;-;-;-;-;-;-
2631;-47.96999;-12.99997;6;-;-;-;-;-;-
2632;-47.96999;-13.99997;6;-;-;-;-;-;-
2633;-50.96999;-15.99997;6;-;-;-;-;-;-
2634;-50.96999;-16.999969;6;-;-;-;-;-;-
2635;-50.8367;-17.999969;6;-;-;-;-;-;-
2636;-51.77;-17.799971;6;-;-;-;-;-;-
2637;-51.77;-17.999969;6;-;-;-;-;-;-
2638;-49.96999;-15.99997;6;-;-;-;-;-;-
2639;-48.96999;-15.99997;6;-;-;-;-;-;-
2640;-48.96999;-16.999969;6;-;-;-;-;-;-
2641;-49.96999;-16.999969;6;-;-;-;-;-;-
2642;-49.903301;-17.999969;6;-;-;-;-;-;-
2643;-48.96999;-17.999969;6;-;-;-;-;-;-
2644;-47.96999;-14.99997;6;-;-;-;-;-;-
2645;-46.96999;-12.99997;6;-;-;-;-;-;-
2646;-46.96999;-13.99997;6;-;-;-;-;-;-
2647;-46.96999;-14.99997;6;-;-;-;-;-;-
2648;-46.169998;-12.19997;6;-;-;-;-;-;-
2649;-45.96999;-13.13327;6;-;-;-;-;-;-
2650;-47.96999;-15.99997;6;-;-;-;-;-;-
2651;-45.96999;-12.19997;6;-;-;-;-;-;-
2652;-45.96999;-14.06667;6;-;-;-;-;-;-
2653;-45.96999;-14.99997;6;-;-;-;-;-;-
2654;-46.96999;-15.99997;6;-;-;-;-;-;-
2655;-47.96999;-16.999969;6;-;-;-;-;-;-
2656;-46.96999;-16.999969;6;-;-;-;-;-;-
2657;-48.036701;-17.999969;6;-;-;-;-;-;-
2658;-47.103291;-17.999969;6;-;-;-;-;-;-
2659;-45.96999;-15.93327;6;-;-;-;-;-;-
2660;-45.96999;-16.866671;6;-;-;-;-;-;-
2661;-46.169998;-17.799971;6;-;-;-;-;-;-
2662;-46.169998;-17.999969;6;-;-;-;-;-;-
2663;-45.96999;-17.799971;6;-;-;-;-;-;-
2664;-51.77;-18.19997;6;-;-;-;-;-;-
2665;-50.96999;-18.999969;6;-;-;-;-;-;-
2666;-50.96999;-19.999969;6;-;-;-;-;-;-
2667;-50.96999;-20.999969;6;-;-;-;-;-;-
2668;-49.96999;-18.999969;6;-;-;-;-;-;-
2669;-48.96999;-18.999969;6;-;-;-;-;-;-
2670;-49.96999;-19.999969;6;-;-;-;-;-;-
2671;-48.96999;-19.999969;6;-;-;-;-;-;-
2672;-47.96999;-18.999969;6;-;-;-;-;-;-
2673;-47.96999;-19.999969;6;-;-;-;-;-;-
2674;-49.96999;-20.999969;6;-;-;-;-;-;-
2675;-48.96999;-20.999969;6;-;-;-;-;-;-
2676;-50.96999;-21.999969;6;-;-;-;-;-;-
2677;-50.96999;-22.999969;6;-;-;-;-;-;-
2678;-50.8367;-23.999969;6;-;-;-;-;-;-
2679;-51.77;-23.799971;6;-;-;-;-;-;-
2680;-51.77;-23.999969;6;-;-;-;-;-;-
2681;-49.96999;-21.999969;6;-;-;-;-;-;-
2682;-48.96999;-21.999969;6;-;-;-;-;-;-
2683;-48.96999;-22.999969;6;-;-;-;-;-;-
2684;-49.96999;-22.999969;6;-;-;-;-;-;-
2685;-49.903301;-23.999969;6;-;-;-;-;-;-
2686;-48.96999;-23.999969;6;-;-;-;-;-;-
2687;-47.96999;-20.999969;6;-;-;-;-;-;-
2688;-46.96999;-18.999969;6;-;-;-;-;-;-
2689;-46.96999;-19.999969;6;-;-;-;-;-;-
2690;-46.96999;-20.999969;6;-;-;-;-;-;-
2691;-46.169998;-18.19997;6;-;-;-;-;-;-
2692;-45.96999;-19.13327;6;-;-;-;-;-;-
2693;-47.96999;-21.999969;6;-;-;-;-;-;-
2694;-45.96999;-18.19997;6;-;-;-;-;-;-
2695;-45.96999;-20.066669;6;-;-;-;-;-;-
2696;-45.96999;-20.999969;6;-;-;-;-;-;-
2697;-47.96999;-22.999969;6;-;-;-;-;-;-
2698;-46.96999;-21.999969;6;-;-;-;-;-;-
2699;-46.96999;-22.999969;6;-;-;-;-;-;-
2700;-48.036701;-23.999969;6;-;-;-;-;-;-
2701;-47.103291;-23.999969;6;-;-;-;-;-;-
2702;-45.96999;-21.93327;6;-;-;-;-;-;-
2703;-45.96999;-22.866671;6;-;-;-;-;-;-
2704;-46.169998;-23.799971;6;-;-;-;-;-;-
2705;-46.169998;-23.999969;6;-;-;-;-;-;-
2706;-45.96999;-23.799971;6;-;-;-;-;-;-
2707;-51.77;3.00E-05;9;-;-;-;-;-;-
2708;-51.77;-0.19997;9;-;-;-;-;-;-
2709;-51.96999;-0.19997;9;-;-;-;-;-;-
2710;-50.96999;-4.99997;9;-;-;-;-;-;-
2711;-50.8367;-5.99997;9;-;-;-;-;-;-
2712;-51.77;-5.79997;9;-;-;-;-;-;-
2713;-51.96999;-4.86664;9;-;-;-;-;-;-
2714;-51.96999;-1.1333;9;-;-;-;-;-;-
2715;-50.96999;-0.99997;9;-;-;-;-;-;-
2716;-50.96999;-1.99997;9;-;-;-;-;-;-
2717;-51.96999;-2.06664;9;-;-;-;-;-;-
2718;-50.8367;3.00E-05;9;-;-;-;-;-;-
2719;-51.77;-5.99997;9;-;-;-;-;-;-
2720;-49.96999;-0.99997;9;-;-;-;-;-;-
2721;-49.96999;-1.99997;9;-;-;-;-;-;-
2722;-49.903301;3.00E-05;9;-;-;-;-;-;-
2723;-48.96999;3.00E-05;9;-;-;-;-;-;-
2724;-48.96999;-0.99997;9;-;-;-;-;-;-
2725;-50.96999;-2.99997;9;-;-;-;-;-;-
2726;-51.96999;-2.99997;9;-;-;-;-;-;-
2727;-48.96999;-1.99997;9;-;-;-;-;-;-
2728;-47.96999;-0.99997;9;-;-;-;-;-;-
2729;-47.96999;-1.99997;9;-;-;-;-;-;-
2730;-49.96999;-2.99997;9;-;-;-;-;-;-
2731;-48.036701;3.00E-05;9;-;-;-;-;-;-
2732;-48.96999;-2.99997;9;-;-;-;-;-;-
2733;-50.96999;-3.99997;9;-;-;-;-;-;-
2734;-51.96999;-3.9333;9;-;-;-;-;-;-
2735;-51.96999;-5.79997;9;-;-;-;-;-;-
2736;-46.169998;-0.19997;9;-;-;-;-;-;-
2737;-45.96999;-1.1333;9;-;-;-;-;-;-
2738;-46.96999;-0.99997;9;-;-;-;-;-;-
2739;-47.103291;3.00E-05;9;-;-;-;-;-;-
2740;-49.96999;-3.99997;9;-;-;-;-;-;-
2741;-48.96999;-3.99997;9;-;-;-;-;-;-
2742;-49.96999;-4.99997;9;-;-;-;-;-;-
2743;-46.169998;3.00E-05;9;-;-;-;-;-;-
2744;-49.903301;-5.99997;9;-;-;-;-;-;-
2745;-48.96999;-4.99997;9;-;-;-;-;-;-
2746;-48.96999;-5.99997;9;-;-;-;-;-;-
2747;-47.96999;-2.99997;9;-;-;-;-;-;-
2748;-46.96999;-1.99997;9;-;-;-;-;-;-
2749;-46.96999;-2.99997;9;-;-;-;-;-;-
2750;-47.96999;-3.99997;9;-;-;-;-;-;-
2751;-45.96999;-4.86664;9;-;-;-;-;-;-
2752;-45.96999;-5.79997;9;-;-;-;-;-;-
2753;-46.169998;-5.79997;9;-;-;-;-;-;-
2754;-45.96999;-0.19997;9;-;-;-;-;-;-
2755;-45.96999;-2.06664;9;-;-;-;-;-;-
2756;-45.96999;-2.99997;9;-;-;-;-;-;-
2757;-46.96999;-4.99997;9;-;-;-;-;-;-
2758;-47.103291;-5.99997;9;-;-;-;-;-;-
2759;-46.96999;-3.99997;9;-;-;-;-;-;-
2760;-47.96999;-4.99997;9;-;-;-;-;-;-
2761;-48.036701;-5.99997;9;-;-;-;-;-;-
2762;-45.96999;-3.9333;9;-;-;-;-;-;-
2763;-46.169998;-5.99997;9;-;-;-;-;-;-
2764;-59.57;-0.19997;9;-;-;-;-;-;-
2765;-59.470001;-0.74997;9;-;-;-;-;-;-
2766;-59.970001;-0.99997;9;-;-;-;-;-;-
2767;-60.77;-0.19997;9;-;-;-;-;-;-
2768;-60.77;3.00E-05;9;-;-;-;-;-;-
2769;-60.970001;-0.19997;9;-;-;-;-;-;-
2770;-59.57;3.00E-05;9;-;-;-;-;-;-
2771;-59.369999;-0.19997;9;-;-;-;-;-;-
2772;-52.169998;-5.79997;9;-;-;-;-;-;-
2773;-52.96999;-4.99997;9;-;-;-;-;-;-
2774;-60.970001;-1.1333;9;-;-;-;-;-;-
2775;-59.970001;-1.99997;9;-;-;-;-;-;-
2776;-60.970001;-2.06664;9;-;-;-;-;-;-
2777;-58.970001;-0.99997;9;-;-;-;-;-;-
2778;-58.970001;-1.99997;9;-;-;-;-;-;-
2779;-59.27;-0.50224;9;-;-;-;-;-;-
2780;-59.169998;-0.19997;9;-;-;-;-;-;-
2781;-59.169998;3.00E-05;9;-;-;-;-;-;-
2782;-58.07;3.00E-05;9;-;-;-;-;-;-
2783;-58.07;-0.19997;9;-;-;-;-;-;-
2784;-57.869999;-0.19997;9;-;-;-;-;-;-
2785;-57.669998;3.00E-05;9;-;-;-;-;-;-
2786;-57.669998;-0.19997;9;-;-;-;-;-;-
2787;-59.970001;-4.99997;9;-;-;-;-;-;-
2788;-60.77;-5.79997;9;-;-;-;-;-;-
2789;-60.970001;-4.86664;9;-;-;-;-;-;-
2790;-57.77;-0.61872;9;-;-;-;-;-;-
2791;-57.96999;-0.99997;9;-;-;-;-;-;-
2792;-56.669998;3.00E-05;9;-;-;-;-;-;-
2793;-56.96999;-0.99997;9;-;-;-;-;-;-
2794;-57.96999;-1.99997;9;-;-;-;-;-;-
2795;-56.96999;-1.99997;9;-;-;-;-;-;-
2796;-59.970001;-2.99997;9;-;-;-;-;-;-
2797;-60.970001;-2.99997;9;-;-;-;-;-;-
2798;-59.970001;-3.99997;9;-;-;-;-;-;-
2799;-60.970001;-3.9333;9;-;-;-;-;-;-
2800;-58.970001;-2.99997;9;-;-;-;-;-;-
2801;-58.970001;-3.99997;9;-;-;-;-;-;-
2802;-52.169998;-0.19997;9;-;-;-;-;-;-
2803;-52.96999;-0.99997;9;-;-;-;-;-;-
2804;-52.82;3.00E-05;9;-;-;-;-;-;-
2805;-60.970001;-5.79997;9;-;-;-;-;-;-
2806;-58.970001;-4.99997;9;-;-;-;-;-;-
2807;-52.169998;3.00E-05;9;-;-;-;-;-;-
2808;-57.96999;-2.99997;9;-;-;-;-;-;-
2809;-57.96999;-3.99997;9;-;-;-;-;-;-
2810;-56.96999;-2.99997;9;-;-;-;-;-;-
2811;-56.96999;-3.99997;9;-;-;-;-;-;-
2812;-57.96999;-4.99997;9;-;-;-;-;-;-
2813;-56.96999;-4.99997;9;-;-;-;-;-;-
2814;-55.96999;-0.99997;9;-;-;-;-;-;-
2815;-55.96999;-1.99997;9;-;-;-;-;-;-
2816;-55.669998;3.00E-05;9;-;-;-;-;-;-
2817;-54.669998;3.00E-05;9;-;-;-;-;-;-
2818;-54.96999;-0.99997;9;-;-;-;-;-;-
2819;-53.46999;3.00E-05;9;-;-;-;-;-;-
2820;-53.96999;-0.99997;9;-;-;-;-;-;-
2821;-54.96999;-1.99997;9;-;-;-;-;-;-
2822;-55.96999;-2.99997;9;-;-;-;-;-;-
2823;-54.96999;-2.99997;9;-;-;-;-;-;-
2824;-55.96999;-3.99997;9;-;-;-;-;-;-
2825;-53.96999;-1.99997;9;-;-;-;-;-;-
2826;-53.96999;-2.99997;9;-;-;-;-;-;-
2827;-54.96999;-3.99997;9;-;-;-;-;-;-
2828;-52.96999;-1.99997;9;-;-;-;-;-;-
2829;-52.96999;-2.99997;9;-;-;-;-;-;-
2830;-53.96999;-3.99997;9;-;-;-;-;-;-
2831;-55.96999;-4.99997;9;-;-;-;-;-;-
2832;-54.96999;-4.99997;9;-;-;-;-;-;-
2833;-53.96999;-4.99997;9;-;-;-;-;-;-
2834;-52.96999;-3.99997;9;-;-;-;-;-;-
2835;-66.929993;-0.28281;9;-;-;-;-;-;-
2836;-66.969994;-0.99997;9;-;-;-;-;-;-
2837;-67.760696;-0.83068;9;-;-;-;-;-;-
2838;-67.071419;-0.14139;9;-;-;-;-;-;-
2839;-68.969994;-4.99997;9;-;-;-;-;-;-
2840;-69.769997;-5.79997;9;-;-;-;-;-;-
2841;-69.969994;-4.97425;9;-;-;-;-;-;-
2842;-69.969994;-4.14853;9;-;-;-;-;-;-
2843;-69.969994;-3.32281;9;-;-;-;-;-;-
2844;-69.340027;-3.52852;9;-;-;-;-;-;-
2845;-66.969994;-1.99997;9;-;-;-;-;-;-
2846;-68.449997;-1.51997;9;-;-;-;-;-;-
2847;-66.969994;-2.99997;9;-;-;-;-;-;-
2848;-67.969994;-2.99997;9;-;-;-;-;-;-
2849;-69.828583;-2.89855;9;-;-;-;-;-;-
2850;-69.687157;-3.03997;9;-;-;-;-;-;-
2851;-69.828583;-3.18139;9;-;-;-;-;-;-
2852;-69.13929;-2.20926;9;-;-;-;-;-;-
2853;-68.969994;-2.99997;9;-;-;-;-;-;-
2854;-67.969994;-3.99997;9;-;-;-;-;-;-
2855;-68.969994;-3.99997;9;-;-;-;-;-;-
2856;-66.788567;-0.14139;9;-;-;-;-;-;-
2857;-66.630867;-0.44051;9;-;-;-;-;-;-
2858;-66.647163;3.00E-05;9;-;-;-;-;-;-
2859;-66.296654;-0.4919;9;-;-;-;-;-;-
2860;-65.734299;3.00E-05;9;-;-;-;-;-;-
2861;-65.969994;-0.99997;9;-;-;-;-;-;-
2862;-65.969994;-1.99997;9;-;-;-;-;-;-
2863;-65.969994;-2.99997;9;-;-;-;-;-;-
2864;-64.969994;-0.99997;9;-;-;-;-;-;-
2865;-64.969994;-1.99997;9;-;-;-;-;-;-
2866;-64.969994;-2.99997;9;-;-;-;-;-;-
2867;-66.969994;-3.99997;9;-;-;-;-;-;-
2868;-64.969994;-3.99997;9;-;-;-;-;-;-
2869;-65.969994;-3.99997;9;-;-;-;-;-;-
2870;-69.969994;-5.79997;9;-;-;-;-;-;-
2871;-61.169998;-5.79997;9;-;-;-;-;-;-
2872;-67.969994;-4.99997;9;-;-;-;-;-;-
2873;-66.969994;-4.99997;9;-;-;-;-;-;-
2874;-65.969994;-4.99997;9;-;-;-;-;-;-
2875;-64.969994;-4.99997;9;-;-;-;-;-;-
2876;-61.169998;-0.19997;9;-;-;-;-;-;-
2877;-61.970001;-0.99997;9;-;-;-;-;-;-
2878;-62.082901;3.00E-05;9;-;-;-;-;-;-
2879;-64.821426;3.00E-05;9;-;-;-;-;-;-
2880;-63.9086;3.00E-05;9;-;-;-;-;-;-
2881;-63.970001;-0.99997;9;-;-;-;-;-;-
2882;-62.995701;3.00E-05;9;-;-;-;-;-;-
2883;-62.970001;-0.99997;9;-;-;-;-;-;-
2884;-63.970001;-1.99997;9;-;-;-;-;-;-
2885;-63.970001;-2.99997;9;-;-;-;-;-;-
2886;-62.970001;-1.99997;9;-;-;-;-;-;-
2887;-62.970001;-2.99997;9;-;-;-;-;-;-
2888;-63.970001;-3.99997;9;-;-;-;-;-;-
2889;-61.970001;-4.99997;9;-;-;-;-;-;-
2890;-61.169998;3.00E-05;9;-;-;-;-;-;-
2891;-61.970001;-1.99997;9;-;-;-;-;-;-
2892;-61.970001;-2.99997;9;-;-;-;-;-;-
2893;-63.970001;-4.99997;9;-;-;-;-;-;-
2894;-62.970001;-3.99997;9;-;-;-;-;-;-
2895;-61.970001;-3.99997;9;-;-;-;-;-;-
2896;-62.970001;-4.99997;9;-;-;-;-;-;-
2897;-70.11142;-3.18139;9;-;-;-;-;-;-
2898;-70.792603;-3.86258;9;-;-;-;-;-;-
2899;-71.473808;-4.54378;9;-;-;-;-;-;-
2900;-70.169998;-5.99997;9;-;-;-;-;-;-
2901;-70.169998;-5.79997;9;-;-;-;-;-;-
2902;-69.969994;-6.19997;9;-;-;-;-;-;-
2903;-70.169998;-6.19997;9;-;-;-;-;-;-
2904;-70.613663;-6.09997;9;-;-;-;-;-;-
2905;-69.969994;-7.1333;9;-;-;-;-;-;-
2906;-71.0625;-6.02664;9;-;-;-;-;-;-
2907;-72.154999;-5.22497;9;-;-;-;-;-;-
2908;-69.969994;-10.86667;9;-;-;-;-;-;-
2909;-69.969994;-11.79997;9;-;-;-;-;-;-
2910;-70.169998;-11.79997;9;-;-;-;-;-;-
2911;-70.841423;-11.09187;9;-;-;-;-;-;-
2912;-71.0625;-7.02219;9;-;-;-;-;-;-
2913;-72.154999;-7.02219;9;-;-;-;-;-;-
2914;-72.154999;-6.02664;9;-;-;-;-;-;-
2915;-71.0625;-8.01775;9;-;-;-;-;-;-
2916;-72.154999;-8.01775;9;-;-;-;-;-;-
2917;-69.969994;-8.06664;9;-;-;-;-;-;-
2918;-69.969994;-8.99997;9;-;-;-;-;-;-
2919;-71.0625;-9.0133;9;-;-;-;-;-;-
2920;-69.969994;-9.9333;9;-;-;-;-;-;-
2921;-71.512863;-10.38377;9;-;-;-;-;-;-
2922;-72.154999;-9.0133;9;-;-;-;-;-;-
2923;-72.184288;-9.67567;9;-;-;-;-;-;-
2924;-68.969994;-10.99997;9;-;-;-;-;-;-
2925;-69.769997;-11.79997;9;-;-;-;-;-;-
2926;-69.769997;-6.19997;9;-;-;-;-;-;-
2927;-68.969994;-6.99997;9;-;-;-;-;-;-
2928;-68.969994;-7.99997;9;-;-;-;-;-;-
2929;-67.969994;-6.99997;9;-;-;-;-;-;-
2930;-67.969994;-7.99997;9;-;-;-;-;-;-
2931;-67.969994;-8.99997;9;-;-;-;-;-;-
2932;-68.969994;-8.99997;9;-;-;-;-;-;-
2933;-66.969994;-6.99997;9;-;-;-;-;-;-
2934;-65.969994;-6.99997;9;-;-;-;-;-;-
2935;-66.969994;-7.99997;9;-;-;-;-;-;-
2936;-66.969994;-8.99997;9;-;-;-;-;-;-
2937;-65.969994;-7.99997;9;-;-;-;-;-;-
2938;-64.969994;-6.99997;9;-;-;-;-;-;-
2939;-64.969994;-7.99997;9;-;-;-;-;-;-
2940;-65.969994;-8.99997;9;-;-;-;-;-;-
2941;-64.969994;-8.99997;9;-;-;-;-;-;-
2942;-67.969994;-9.99997;9;-;-;-;-;-;-
2943;-68.969994;-9.99997;9;-;-;-;-;-;-
2944;-67.969994;-10.99997;9;-;-;-;-;-;-
2945;-61.169998;-6.19997;9;-;-;-;-;-;-
2946;-60.970001;-7.1333;9;-;-;-;-;-;-
2947;-61.970001;-6.99997;9;-;-;-;-;-;-
2948;-66.969994;-9.99997;9;-;-;-;-;-;-
2949;-65.969994;-9.99997;9;-;-;-;-;-;-
2950;-64.969994;-9.99997;9;-;-;-;-;-;-
2951;-64.969994;-10.99997;9;-;-;-;-;-;-
2952;-65.969994;-10.99997;9;-;-;-;-;-;-
2953;-66.969994;-10.99997;9;-;-;-;-;-;-
2954;-63.970001;-6.99997;9;-;-;-;-;-;-
2955;-62.970001;-6.99997;9;-;-;-;-;-;-
2956;-63.970001;-7.99997;9;-;-;-;-;-;-
2957;-63.970001;-8.99997;9;-;-;-;-;-;-
2958;-62.970001;-7.99997;9;-;-;-;-;-;-
2959;-62.970001;-8.99997;9;-;-;-;-;-;-
2960;-63.970001;-9.99997;9;-;-;-;-;-;-
2961;-60.970001;-6.19997;9;-;-;-;-;-;-
2962;-61.970001;-10.99997;9;-;-;-;-;-;-
2963;-60.970001;-10.86667;9;-;-;-;-;-;-
2964;-61.169998;-11.79997;9;-;-;-;-;-;-
2965;-61.970001;-7.99997;9;-;-;-;-;-;-
2966;-60.970001;-8.06664;9;-;-;-;-;-;-
2967;-61.970001;-8.99997;9;-;-;-;-;-;-
2968;-60.970001;-8.99997;9;-;-;-;-;-;-
2969;-63.970001;-10.99997;9;-;-;-;-;-;-
2970;-62.970001;-9.99997;9;-;-;-;-;-;-
2971;-61.970001;-9.99997;9;-;-;-;-;-;-
2972;-62.970001;-10.99997;9;-;-;-;-;-;-
2973;-60.970001;-9.9333;9;-;-;-;-;-;-
2974;-60.970001;-11.79997;9;-;-;-;-;-;-
2975;-68.969994;-16.999969;9;-;-;-;-;-;-
2976;-69.769997;-17.799971;9;-;-;-;-;-;-
2977;-69.969994;-16.866671;9;-;-;-;-;-;-
2978;-69.769997;-12.19997;9;-;-;-;-;-;-
2979;-69.969994;-12.19997;9;-;-;-;-;-;-
2980;-68.969994;-12.99997;9;-;-;-;-;-;-
2981;-69.969994;-13.13327;9;-;-;-;-;-;-
